Active School Zone Flag,Crash Severity,Crash Time,Day of Week,Roadway Part,Speed Limit,Surface Condition,Person Helmet,Hour,Minute,Crash Severity Binary,Person Helmet Binary
0,Possible Injury,11:52,1,1,35,0,Not Worn,11,52,1,0
0,Possible Injury,7:58,4,1,30,0,Not Worn,7,58,1,0
0,Non-Incapacitating Injury,15:43,4,3,55,0,Not Worn,15,43,1,0
0,Possible Injury,16:54,3,1,60,0,"Worn, Damaged",16,54,1,1
0,Non-Incapacitating Injury,6:50,1,1,35,6,Not Worn,6,50,1,0
0,Possible Injury,2:30,5,2,35,2,Not Worn,2,30,1,0
0,Non-Incapacitating Injury,17:34,5,1,35,0,Unknown If Worn,17,34,1,0
0,Not Injured,15:41,5,3,45,0,Unknown If Worn,15,41,0,0
0,Possible Injury,14:20,5,1,35,0,Not Worn,14,20,1,0
0,Non-Incapacitating Injury,17:37,6,1,30,0,Not Worn,17,37,1,0
0,Non-Incapacitating Injury,11:36,1,1,30,6,Not Worn,11,36,1,0
0,Non-Incapacitating Injury,11:36,1,1,30,6,Not Worn,11,36,1,0
0,Incapacitating Injury,6:08,5,3,55,6,Not Worn,6,8,1,0
0,Non-Incapacitating Injury,13:25,5,1,15,0,"Worn, Unk Damage",13,25,1,1
0,Non-Incapacitating Injury,23:26,6,1,35,0,Not Worn,23,26,1,0
0,Non-Incapacitating Injury,20:25,3,1,30,0,Not Worn,20,25,1,0
0,Non-Incapacitating Injury,11:40,3,1,30,0,Not Worn,11,40,1,0
0,Possible Injury,21:23,1,1,15,5,Not Worn,21,23,1,0
0,Non-Incapacitating Injury,17:53,6,1,35,0,Not Worn,17,53,1,0
0,Non-Incapacitating Injury,2:27,6,1,35,0,Not Worn,2,27,1,0
0,Non-Incapacitating Injury,19:34,6,1,45,0,"Worn, Not Damaged",19,34,1,1
0,Not Injured,17:11,4,1,35,0,Not Worn,17,11,0,0
0,Possible Injury,20:45,4,1,30,0,Not Worn,20,45,1,0
0,Non-Incapacitating Injury,14:42,0,1,35,0,Not Worn,14,42,1,0
0,Possible Injury,1:07,0,1,35,0,"Worn, Not Damaged",1,7,1,1
0,Non-Incapacitating Injury,16:21,0,1,30,0,"Worn, Damaged",16,21,1,1
0,Incapacitating Injury,21:29,0,1,30,0,Not Worn,21,29,1,0
0,Non-Incapacitating Injury,21:15,2,3,45,0,Not Worn,21,15,1,0
0,Non-Incapacitating Injury,16:23,3,1,15,0,Not Worn,16,23,1,0
0,Possible Injury,11:12,4,1,35,0,Not Worn,11,12,1,0
0,Non-Incapacitating Injury,18:00,0,2,40,0,Not Worn,18,0,1,0
0,Incapacitating Injury,18:31,2,1,35,0,Not Worn,18,31,1,0
0,Non-Incapacitating Injury,19:03,1,3,15,0,Not Worn,19,3,1,0
0,Not Injured,17:32,5,2,45,0,Not Worn,17,32,0,0
0,Incapacitating Injury,4:48,6,1,45,0,Not Worn,4,48,1,0
0,Non-Incapacitating Injury,9:16,4,1,40,0,Not Worn,9,16,1,0
0,Non-Incapacitating Injury,1:04,0,1,30,0,Not Worn,1,4,1,0
0,Non-Incapacitating Injury,1:04,0,1,30,0,Not Worn,1,4,1,0
0,Non-Incapacitating Injury,9:49,0,1,35,0,Not Worn,9,49,1,0
0,Non-Incapacitating Injury,1:06,3,1,35,0,Not Worn,1,6,1,0
0,Not Injured,8:37,1,1,30,0,Not Worn,8,37,0,0
0,Non-Incapacitating Injury,14:02,5,1,25,0,Not Worn,14,2,1,0
0,Non-Incapacitating Injury,8:51,6,1,40,0,"Worn, Not Damaged",8,51,1,1
0,Possible Injury,13:59,6,1,60,0,"Worn, Not Damaged",13,59,1,1
0,Non-Incapacitating Injury,17:22,4,1,15,0,"Worn, Not Damaged",17,22,1,1
0,Possible Injury,9:19,4,1,15,0,Not Worn,9,19,1,0
0,Incapacitating Injury,16:43,0,1,15,0,Not Worn,16,43,1,0
0,Incapacitating Injury,9:40,0,1,35,0,Not Worn,9,40,1,0
0,Possible Injury,19:41,0,1,35,0,Not Worn,19,41,1,0
0,Possible Injury,11:54,2,1,35,0,"Worn, Unk Damage",11,54,1,1
0,Non-Incapacitating Injury,18:13,1,1,35,0,"Worn, Not Damaged",18,13,1,1
0,Non-Incapacitating Injury,12:39,5,1,40,0,"Worn, Unk Damage",12,39,1,1
0,Non-Incapacitating Injury,18:25,6,1,35,0,"Worn, Not Damaged",18,25,1,1
0,Non-Incapacitating Injury,13:00,0,1,35,5,Unknown If Worn,13,0,1,0
0,Non-Incapacitating Injury,21:20,0,1,45,6,Not Worn,21,20,1,0
0,Non-Incapacitating Injury,16:27,3,1,30,0,Not Worn,16,27,1,0
0,Not Injured,11:30,3,1,45,0,"Worn, Not Damaged",11,30,0,1
0,Possible Injury,15:38,5,1,30,0,"Worn, Not Damaged",15,38,1,1
0,Non-Incapacitating Injury,12:40,5,1,30,0,Not Worn,12,40,1,0
0,Non-Incapacitating Injury,16:50,4,3,15,6,Not Worn,16,50,1,0
0,Incapacitating Injury,22:05,0,3,40,0,Not Worn,22,5,1,0
0,Non-Incapacitating Injury,17:36,0,1,35,6,Unknown If Worn,17,36,1,0
0,Possible Injury,15:45,1,1,35,0,Not Worn,15,45,1,0
0,Possible Injury,21:19,1,1,15,0,"Worn, Not Damaged",21,19,1,1
0,Possible Injury,14:04,5,1,15,0,Not Worn,14,4,1,0
0,Not Injured,16:00,5,1,35,0,"Worn, Unk Damage",16,0,0,1
0,Non-Incapacitating Injury,8:44,6,1,35,0,Unknown If Worn,8,44,1,0
0,Non-Incapacitating Injury,13:37,0,1,15,0,"Worn, Not Damaged",13,37,1,1
0,Non-Incapacitating Injury,16:44,0,3,15,0,Not Worn,16,44,1,0
0,Possible Injury,19:00,2,2,15,0,Not Worn,19,0,1,0
0,Non-Incapacitating Injury,20:42,1,1,40,0,Not Worn,20,42,1,0
0,Possible Injury,4:00,5,1,40,0,Not Worn,4,0,1,0
0,Possible Injury,11:52,5,1,45,0,Not Worn,11,52,1,0
0,Possible Injury,12:06,6,2,15,0,Not Worn,12,6,1,0
0,Possible Injury,11:53,3,1,30,0,Not Worn,11,53,1,0
0,Non-Incapacitating Injury,12:01,4,1,35,0,Not Worn,12,1,1,0
0,Non-Incapacitating Injury,18:51,6,1,35,0,Unknown If Worn,18,51,1,0
0,Not Injured,14:55,2,1,15,0,"Worn, Not Damaged",14,55,0,1
0,Non-Incapacitating Injury,19:27,1,1,35,0,Not Worn,19,27,1,0
0,Non-Incapacitating Injury,16:29,5,2,15,0,"Worn, Damaged",16,29,1,1
0,Non-Incapacitating Injury,23:39,4,1,45,0,Unknown If Worn,23,39,1,0
0,Not Injured,21:38,0,1,30,0,Unknown If Worn,21,38,0,0
0,Non-Incapacitating Injury,3:07,3,1,15,0,Not Worn,3,7,1,0
0,Non-Incapacitating Injury,17:43,1,1,30,0,Not Worn,17,43,1,0
0,Non-Incapacitating Injury,10:29,0,1,15,0,Not Worn,10,29,1,0
0,Non-Incapacitating Injury,13:59,6,1,30,6,Not Worn,13,59,1,0
0,Non-Incapacitating Injury,12:56,6,1,35,6,Not Worn,12,56,1,0
0,Non-Incapacitating Injury,10:51,0,1,45,0,"Worn, Damaged",10,51,1,1
0,Incapacitating Injury,2:31,0,1,40,0,Not Worn,2,31,1,0
0,Non-Incapacitating Injury,7:09,5,1,35,0,Not Worn,7,9,1,0
0,Incapacitating Injury,19:29,5,1,30,0,"Worn, Damaged",19,29,1,1
0,Killed,21:36,5,1,45,0,"Worn, Unk Damage",21,36,1,1
0,Non-Incapacitating Injury,16:42,4,1,35,0,"Worn, Not Damaged",16,42,1,1
0,Non-Incapacitating Injury,18:27,6,1,35,0,"Worn, Damaged",18,27,1,1
0,Possible Injury,8:12,4,3,45,0,Not Worn,8,12,1,0
0,Non-Incapacitating Injury,9:39,4,1,35,0,Not Worn,9,39,1,0
0,Non-Incapacitating Injury,15:14,0,1,15,0,Not Worn,15,14,1,0
0,Non-Incapacitating Injury,19:15,0,3,15,0,Unknown If Worn,19,15,1,0
0,Non-Incapacitating Injury,2:35,2,1,45,0,Not Worn,2,35,1,0
0,Killed,9:40,1,3,15,0,Unknown If Worn,9,40,1,0
0,Incapacitating Injury,19:22,5,1,15,6,Not Worn,19,22,1,0
0,Non-Incapacitating Injury,10:52,5,3,55,0,Not Worn,10,52,1,0
0,Possible Injury,19:20,6,2,25,0,Not Worn,19,20,1,0
0,Possible Injury,12:03,0,1,40,0,"Worn, Not Damaged",12,3,1,1
0,Non-Incapacitating Injury,10:40,2,1,30,0,Not Worn,10,40,1,0
0,Non-Incapacitating Injury,2:39,3,2,35,0,Not Worn,2,39,1,0
0,Non-Incapacitating Injury,2:39,3,2,35,0,Not Worn,2,39,1,0
0,Possible Injury,23:49,3,1,35,0,"Worn, Unk Damage",23,49,1,1
0,Non-Incapacitating Injury,8:54,5,1,35,0,Not Worn,8,54,1,0
0,Possible Injury,12:17,5,1,40,0,Not Worn,12,17,1,0
0,Possible Injury,12:55,4,1,15,0,Not Worn,12,55,1,0
0,Non-Incapacitating Injury,7:50,0,1,30,0,"Worn, Damaged",7,50,1,1
0,Incapacitating Injury,13:24,0,1,40,0,Not Worn,13,24,1,0
0,Non-Incapacitating Injury,21:18,3,1,15,0,Not Worn,21,18,1,0
0,Possible Injury,21:07,1,1,35,0,Not Worn,21,7,1,0
0,Incapacitating Injury,18:33,5,1,35,0,Not Worn,18,33,1,0
0,Non-Incapacitating Injury,7:15,6,1,15,0,"Worn, Not Damaged",7,15,1,1
0,Possible Injury,13:39,4,1,35,0,Not Worn,13,39,1,0
0,Non-Incapacitating Injury,13:39,1,2,15,0,Not Worn,13,39,1,0
0,Non-Incapacitating Injury,22:50,1,1,15,0,"Worn, Not Damaged",22,50,1,1
0,Non-Incapacitating Injury,14:49,5,1,50,0,"Worn, Damaged",14,49,1,1
0,Non-Incapacitating Injury,12:10,0,1,35,0,Not Worn,12,10,1,0
0,Non-Incapacitating Injury,17:27,2,1,35,0,"Worn, Not Damaged",17,27,1,1
0,Not Injured,2:53,3,1,30,0,Not Worn,2,53,0,0
0,Non-Incapacitating Injury,17:32,6,1,45,0,Not Worn,17,32,1,0
0,Non-Incapacitating Injury,17:20,2,1,35,0,Not Worn,17,20,1,0
0,Not Injured,17:37,2,1,15,0,Not Worn,17,37,0,0
0,Non-Incapacitating Injury,7:38,1,1,25,0,Not Worn,7,38,1,0
0,Non-Incapacitating Injury,1:48,4,1,30,0,Not Worn,1,48,1,0
0,Non-Incapacitating Injury,1:48,4,1,30,0,Not Worn,1,48,1,0
0,Non-Incapacitating Injury,1:48,4,1,30,0,Not Worn,1,48,1,0
0,Non-Incapacitating Injury,8:54,0,1,30,0,Not Worn,8,54,1,0
0,Non-Incapacitating Injury,8:54,0,1,30,0,Not Worn,8,54,1,0
0,Non-Incapacitating Injury,17:20,0,1,35,0,"Worn, Damaged",17,20,1,1
0,Possible Injury,2:25,0,1,35,0,"Worn, Not Damaged",2,25,1,1
0,Incapacitating Injury,20:55,0,1,45,0,Not Worn,20,55,1,0
0,Non-Incapacitating Injury,7:25,2,1,35,0,"Worn, Unk Damage",7,25,1,1
0,Non-Incapacitating Injury,11:40,2,1,30,0,Not Worn,11,40,1,0
0,Non-Incapacitating Injury,8:44,3,1,15,0,"Worn, Not Damaged",8,44,1,1
0,Non-Incapacitating Injury,14:27,1,2,15,0,Not Worn,14,27,1,0
0,Non-Incapacitating Injury,22:38,1,2,35,0,Not Worn,22,38,1,0
0,Non-Incapacitating Injury,18:05,5,1,30,0,Not Worn,18,5,1,0
0,Incapacitating Injury,17:42,4,2,60,0,"Worn, Unk Damage",17,42,1,1
0,Non-Incapacitating Injury,20:32,0,1,30,0,"Worn, Damaged",20,32,1,1
0,Non-Incapacitating Injury,12:00,2,1,30,0,Not Worn,12,0,1,0
0,Incapacitating Injury,2:42,3,1,15,0,"Worn, Not Damaged",2,42,1,1
0,Non-Incapacitating Injury,7:24,5,1,40,0,Not Worn,7,24,1,0
0,Non-Incapacitating Injury,12:32,6,1,35,0,Not Worn,12,32,1,0
0,Non-Incapacitating Injury,12:45,5,1,35,0,Not Worn,12,45,1,0
0,Incapacitating Injury,18:30,5,3,15,0,Not Worn,18,30,1,0
0,Non-Incapacitating Injury,7:50,0,2,30,0,"Worn, Damaged",7,50,1,1
0,Non-Incapacitating Injury,19:41,0,1,15,0,Unknown If Worn,19,41,1,0
0,Non-Incapacitating Injury,18:09,0,1,30,0,"Worn, Damaged",18,9,1,1
0,Non-Incapacitating Injury,10:05,3,1,30,0,Not Worn,10,5,1,0
0,Non-Incapacitating Injury,20:32,6,2,15,0,Unknown If Worn,20,32,1,0
0,Possible Injury,12:01,6,2,25,0,Not Worn,12,1,1,0
0,Non-Incapacitating Injury,13:14,4,2,15,0,Not Worn,13,14,1,0
0,Non-Incapacitating Injury,14:47,0,0,15,0,Not Worn,14,47,1,0
0,Non-Incapacitating Injury,10:20,3,1,30,0,Not Worn,10,20,1,0
0,Non-Incapacitating Injury,8:38,1,1,35,0,Not Worn,8,38,1,0
0,Not Injured,20:38,1,1,15,0,"Worn, Not Damaged",20,38,0,1
0,Incapacitating Injury,19:28,1,1,30,0,"Worn, Unk Damage",19,28,1,1
0,Non-Incapacitating Injury,21:14,5,1,35,0,Not Worn,21,14,1,0
0,Not Injured,20:22,6,1,35,0,Not Worn,20,22,0,0
0,Possible Injury,7:33,6,1,15,0,Unknown If Worn,7,33,1,0
0,Possible Injury,11:38,4,3,15,0,Not Worn,11,38,1,0
0,Non-Incapacitating Injury,20:46,0,1,40,0,"Worn, Not Damaged",20,46,1,1
0,Non-Incapacitating Injury,1:19,2,1,15,0,Not Worn,1,19,1,0
0,Non-Incapacitating Injury,15:52,3,1,35,0,Not Worn,15,52,1,0
0,Possible Injury,18:45,1,1,35,0,Not Worn,18,45,1,0
0,Non-Incapacitating Injury,10:36,5,1,30,0,"Worn, Unk Damage",10,36,1,1
0,Non-Incapacitating Injury,16:46,5,1,15,0,Not Worn,16,46,1,0
0,Not Injured,17:54,6,1,30,0,"Worn, Not Damaged",17,54,0,1
0,Incapacitating Injury,18:48,4,1,35,0,Not Worn,18,48,1,0
0,Non-Incapacitating Injury,17:38,4,1,45,0,Not Worn,17,38,1,0
0,Non-Incapacitating Injury,23:21,3,1,35,0,Not Worn,23,21,1,0
0,Possible Injury,19:40,3,1,35,0,Not Worn,19,40,1,0
0,Possible Injury,8:02,5,3,30,0,Not Worn,8,2,1,0
0,Possible Injury,12:47,5,1,35,0,Not Worn,12,47,1,0
0,Non-Incapacitating Injury,1:08,4,1,30,0,Not Worn,1,8,1,0
0,Possible Injury,19:16,4,1,35,0,Not Worn,19,16,1,0
0,Non-Incapacitating Injury,18:35,0,1,45,0,Not Worn,18,35,1,0
0,Possible Injury,10:01,2,1,15,0,"Worn, Not Damaged",10,1,1,1
0,Non-Incapacitating Injury,8:37,1,1,30,0,Not Worn,8,37,1,0
0,Non-Incapacitating Injury,19:28,5,1,40,0,"Worn, Not Damaged",19,28,1,1
0,Incapacitating Injury,7:55,6,1,40,0,Not Worn,7,55,1,0
0,Non-Incapacitating Injury,17:58,3,1,30,0,Not Worn,17,58,1,0
0,Non-Incapacitating Injury,22:13,3,3,50,0,Not Worn,22,13,1,0
0,Incapacitating Injury,6:21,3,1,45,0,Not Worn,6,21,1,0
0,Non-Incapacitating Injury,22:13,3,3,50,0,Not Worn,22,13,1,0
0,Non-Incapacitating Injury,17:53,1,1,30,0,"Worn, Damaged",17,53,1,1
0,Non-Incapacitating Injury,18:04,4,1,30,0,Not Worn,18,4,1,0
0,Non-Incapacitating Injury,7:29,0,1,45,0,Not Worn,7,29,1,0
0,Non-Incapacitating Injury,17:04,2,0,15,0,Not Worn,17,4,1,0
0,Non-Incapacitating Injury,17:33,2,2,45,0,Not Worn,17,33,1,0
0,Possible Injury,8:35,2,1,45,0,"Worn, Not Damaged",8,35,1,1
0,Non-Incapacitating Injury,11:49,6,1,40,0,Unknown If Worn,11,49,1,0
0,Not Injured,18:06,6,2,30,0,Not Worn,18,6,0,0
0,Non-Incapacitating Injury,16:14,4,1,45,0,Not Worn,16,14,1,0
0,Non-Incapacitating Injury,10:26,3,1,45,0,Not Worn,10,26,1,0
0,Non-Incapacitating Injury,10:18,3,3,15,0,Unknown If Worn,10,18,1,0
0,Non-Incapacitating Injury,19:41,5,1,45,0,Not Worn,19,41,1,0
0,Non-Incapacitating Injury,14:40,5,1,40,0,Not Worn,14,40,1,0
0,Incapacitating Injury,13:55,4,1,30,0,Not Worn,13,55,1,0
0,Non-Incapacitating Injury,15:40,4,1,35,0,Not Worn,15,40,1,0
0,Non-Incapacitating Injury,21:39,0,1,50,0,Not Worn,21,39,1,0
0,Non-Incapacitating Injury,17:39,0,1,35,0,"Worn, Not Damaged",17,39,1,1
0,Non-Incapacitating Injury,15:32,2,1,15,0,Not Worn,15,32,1,0
0,Non-Incapacitating Injury,13:17,3,1,30,0,Not Worn,13,17,1,0
0,Non-Incapacitating Injury,21:22,6,1,30,0,Unknown If Worn,21,22,1,0
0,Possible Injury,16:44,2,1,45,0,Not Worn,16,44,1,0
0,Non-Incapacitating Injury,15:02,1,1,15,0,Unknown If Worn,15,2,1,0
0,Possible Injury,13:44,4,1,40,0,Not Worn,13,44,1,0
0,Possible Injury,17:35,4,3,15,0,"Worn, Not Damaged",17,35,1,1
0,Incapacitating Injury,17:45,2,1,40,0,Not Worn,17,45,1,0
0,Non-Incapacitating Injury,4:17,2,1,35,0,Unknown If Worn,4,17,1,0
0,Possible Injury,19:10,3,1,35,0,Not Worn,19,10,1,0
0,Not Injured,17:42,3,1,35,0,Unknown If Worn,17,42,0,0
0,Non-Incapacitating Injury,16:51,6,1,30,0,Not Worn,16,51,1,0
0,Non-Incapacitating Injury,12:05,4,1,30,0,Not Worn,12,5,1,0
0,Non-Incapacitating Injury,15:41,0,1,30,0,"Worn, Unk Damage",15,41,1,1
0,Incapacitating Injury,2:17,0,1,40,0,Unknown If Worn,2,17,1,0
0,Non-Incapacitating Injury,9:00,0,1,55,0,Not Worn,9,0,1,0
0,Non-Incapacitating Injury,9:00,0,1,55,0,Not Worn,9,0,1,0
0,Possible Injury,8:54,3,1,55,0,"Worn, Not Damaged",8,54,1,1
0,Possible Injury,3:00,0,1,35,6,Not Worn,3,0,1,0
0,Possible Injury,3:00,0,1,35,6,Not Worn,3,0,1,0
0,Possible Injury,3:00,0,1,35,6,Not Worn,3,0,1,0
0,Non-Incapacitating Injury,13:58,2,1,35,0,Not Worn,13,58,1,0
0,Non-Incapacitating Injury,20:38,3,1,35,0,Not Worn,20,38,1,0
0,Incapacitating Injury,16:39,1,1,35,0,Not Worn,16,39,1,0
0,Possible Injury,12:19,4,1,35,0,"Worn, Unk Damage",12,19,1,1
0,Non-Incapacitating Injury,14:12,0,1,35,0,"Worn, Damaged",14,12,1,1
0,Possible Injury,7:20,5,1,15,0,Not Worn,7,20,1,0
0,Non-Incapacitating Injury,8:37,4,1,30,0,"Worn, Damaged",8,37,1,1
0,Non-Incapacitating Injury,17:40,5,1,35,0,Unknown If Worn,17,40,1,0
0,Non-Incapacitating Injury,21:40,6,1,30,0,Not Worn,21,40,1,0
0,Possible Injury,18:43,6,3,45,0,"Worn, Unk Damage",18,43,1,1
0,Possible Injury,14:53,2,2,15,0,Not Worn,14,53,1,0
0,Possible Injury,8:55,5,1,30,0,"Worn, Not Damaged",8,55,1,1
0,Not Injured,18:27,5,1,15,0,Not Worn,18,27,0,0
0,Not Injured,18:27,5,1,15,0,Not Worn,18,27,0,0
0,Not Injured,22:19,6,1,35,0,"Worn, Not Damaged",22,19,0,1
0,Possible Injury,8:14,4,1,45,0,"Worn, Not Damaged",8,14,1,1
0,Non-Incapacitating Injury,19:07,0,1,40,0,Not Worn,19,7,1,0
0,Possible Injury,15:00,3,1,40,0,Not Worn,15,0,1,0
0,Non-Incapacitating Injury,19:36,0,1,30,1,Not Worn,19,36,1,0
0,Non-Incapacitating Injury,15:44,3,1,30,0,"Worn, Damaged",15,44,1,1
0,Non-Incapacitating Injury,6:30,3,1,15,0,Not Worn,6,30,1,0
0,Non-Incapacitating Injury,17:47,3,1,45,0,Not Worn,17,47,1,0
0,Not Injured,19:43,4,1,15,0,"Worn, Not Damaged",19,43,0,1
0,Non-Incapacitating Injury,9:59,1,1,35,0,Not Worn,9,59,1,0
0,Non-Incapacitating Injury,16:00,1,1,30,0,Unknown If Worn,16,0,1,0
0,Not Injured,17:17,5,1,35,0,Not Worn,17,17,0,0
0,Non-Incapacitating Injury,2:23,3,3,35,0,Not Worn,2,23,1,0
0,Non-Incapacitating Injury,2:23,3,3,35,0,Not Worn,2,23,1,0
0,Non-Incapacitating Injury,2:23,3,3,35,0,Not Worn,2,23,1,0
0,Non-Incapacitating Injury,2:23,3,3,35,0,Not Worn,2,23,1,0
0,Non-Incapacitating Injury,15:35,3,1,30,0,Not Worn,15,35,1,0
0,Non-Incapacitating Injury,17:49,1,1,35,0,Not Worn,17,49,1,0
0,Non-Incapacitating Injury,18:53,4,1,35,0,"Worn, Unk Damage",18,53,1,1
0,Incapacitating Injury,20:30,0,1,35,0,"Worn, Unk Damage",20,30,1,1
0,Possible Injury,19:02,0,1,30,0,Unknown If Worn,19,2,1,0
0,Non-Incapacitating Injury,11:25,3,1,45,6,"Worn, Not Damaged",11,25,1,1
0,Not Injured,16:37,1,1,35,0,"Worn, Not Damaged",16,37,0,1
0,Possible Injury,9:09,5,1,30,0,Not Worn,9,9,1,0
0,Non-Incapacitating Injury,15:00,5,1,30,0,Not Worn,15,0,1,0
0,Possible Injury,19:30,6,1,35,0,Unknown If Worn,19,30,1,0
0,Non-Incapacitating Injury,17:19,6,1,15,0,Not Worn,17,19,1,0
0,Incapacitating Injury,14:10,4,1,45,0,Unknown If Worn,14,10,1,0
0,Non-Incapacitating Injury,14:27,0,1,30,0,"Worn, Damaged",14,27,1,1
0,Possible Injury,12:06,2,1,40,0,"Worn, Not Damaged",12,6,1,1
0,Non-Incapacitating Injury,17:21,3,1,35,0,"Worn, Not Damaged",17,21,1,1
0,Non-Incapacitating Injury,17:03,1,1,40,0,Not Worn,17,3,1,0
0,Not Injured,12:52,1,1,15,0,Unknown If Worn,12,52,0,0
0,Non-Incapacitating Injury,13:10,6,1,35,0,"Worn, Unk Damage",13,10,1,1
0,Non-Incapacitating Injury,8:46,6,1,40,0,"Worn, Not Damaged",8,46,1,1
0,Non-Incapacitating Injury,20:07,6,1,40,0,"Worn, Not Damaged",20,7,1,1
0,Non-Incapacitating Injury,8:46,4,1,30,0,"Worn, Unk Damage",8,46,1,1
0,Non-Incapacitating Injury,17:08,4,1,15,0,Unknown If Worn,17,8,1,0
0,Non-Incapacitating Injury,16:32,0,1,30,0,Not Worn,16,32,1,0
0,Non-Incapacitating Injury,17:54,0,1,15,0,Unknown If Worn,17,54,1,0
0,Non-Incapacitating Injury,17:54,0,1,15,0,Unknown If Worn,17,54,1,0
0,Non-Incapacitating Injury,19:22,2,1,30,0,Not Worn,19,22,1,0
0,Non-Incapacitating Injury,20:20,2,1,40,0,Not Worn,20,20,1,0
0,Non-Incapacitating Injury,11:41,3,1,30,0,"Worn, Damaged",11,41,1,1
0,Possible Injury,9:22,1,2,35,0,"Worn, Not Damaged",9,22,1,1
0,Non-Incapacitating Injury,20:36,1,1,30,0,Not Worn,20,36,1,0
0,Possible Injury,21:32,5,1,30,0,Not Worn,21,32,1,0
0,Possible Injury,2:47,6,1,30,0,Not Worn,2,47,1,0
0,Non-Incapacitating Injury,17:06,6,1,15,0,Not Worn,17,6,1,0
0,Possible Injury,19:31,4,1,45,0,Not Worn,19,31,1,0
0,Non-Incapacitating Injury,18:40,4,1,30,0,Unknown If Worn,18,40,1,0
0,Not Injured,1:30,4,1,30,0,Not Worn,1,30,0,0
0,Incapacitating Injury,7:20,0,1,35,0,Not Worn,7,20,1,0
0,Non-Incapacitating Injury,18:28,2,1,35,0,Not Worn,18,28,1,0
0,Possible Injury,15:54,2,3,15,0,Unknown If Worn,15,54,1,0
0,Non-Incapacitating Injury,23:33,3,1,35,0,Not Worn,23,33,1,0
0,Non-Incapacitating Injury,9:10,3,1,15,0,Unknown If Worn,9,10,1,0
0,Non-Incapacitating Injury,1:02,3,1,35,0,Not Worn,1,2,1,0
0,Non-Incapacitating Injury,1:02,3,1,35,0,Unknown If Worn,1,2,1,0
0,Non-Incapacitating Injury,11:58,3,1,55,0,"Worn, Damaged",11,58,1,1
0,Non-Incapacitating Injury,17:49,1,1,30,0,Not Worn,17,49,1,0
0,Not Injured,15:28,1,1,35,0,Not Worn,15,28,0,0
0,Incapacitating Injury,20:08,5,1,30,0,Not Worn,20,8,1,0
0,Non-Incapacitating Injury,14:47,6,1,15,0,"Worn, Not Damaged",14,47,1,1
0,Incapacitating Injury,7:11,6,1,45,0,"Worn, Unk Damage",7,11,1,1
0,Non-Incapacitating Injury,13:36,4,1,35,0,"Worn, Unk Damage",13,36,1,1
0,Non-Incapacitating Injury,8:51,0,1,15,0,Not Worn,8,51,1,0
0,Possible Injury,21:10,2,1,15,0,Not Worn,21,10,1,0
0,Non-Incapacitating Injury,15:05,3,1,15,0,Unknown If Worn,15,5,1,0
0,Incapacitating Injury,14:46,6,3,50,0,Not Worn,14,46,1,0
0,Non-Incapacitating Injury,6:50,4,1,35,0,"Worn, Unk Damage",6,50,1,1
0,Non-Incapacitating Injury,19:18,3,2,15,0,Not Worn,19,18,1,0
